,count,mean,std,min,25%,50%,75%,max
dr-ibt (oracle),500.0,0.000394,0.000944,0.0,6e-06,3.5e-05,0.000251,0.007248
dr-ibt,500.0,0.00475,0.025625,0.0,0.000208,0.001011,0.002879,0.41977
dr-ibt (tau=0),500.0,0.005055,0.003774,1e-06,0.002208,0.004404,0.006841,0.021365
dm,500.0,0.006159,0.004139,0.0,0.003071,0.005537,0.008416,0.026653
dr,500.0,0.00583,0.037389,0.0,0.00021,0.000945,0.002576,0.520241
mrdr,500.0,0.00692,0.045008,0.0,0.000215,0.000968,0.003121,0.561696
dr-os (oracle),500.0,0.000537,0.001338,0.0,1.1e-05,5.5e-05,0.000235,0.011748
dr-os,500.0,0.002224,0.003318,0.0,0.000209,0.000973,0.00297,0.033367
switch-dr (oracle),500.0,0.000345,0.000901,0.0,8e-06,4.5e-05,0.00024,0.00901
switch-dr,500.0,0.006282,0.039664,0.0,0.000162,0.000872,0.002988,0.618317
