,count,mean,std,min,25%,50%,75%,max
dr-ibt (oracle),500.0,0.002561,0.004943,0.0,4e-06,0.000296,0.002709,0.052093
dr-ibt,500.0,0.006368,0.008929,0.0,0.000696,0.003163,0.0085,0.071343
dr-ibt (tau=0),500.0,0.009508,0.011945,0.0,0.00132,0.00481,0.013175,0.076813
dm,500.0,0.004472,0.004892,0.0,0.0007,0.002812,0.006848,0.031677
dr,500.0,0.007052,0.011456,0.0,0.000706,0.002981,0.009648,0.148144
mrdr,500.0,0.00742,0.010888,0.0,0.000793,0.00316,0.009355,0.113292
dr-os (oracle),500.0,0.000614,0.001765,0.0,9e-06,5.8e-05,0.000247,0.016225
dr-os,500.0,0.005863,0.007852,0.0,0.000602,0.002689,0.008186,0.06143
switch-dr (oracle),500.0,0.000472,0.00146,0.0,6e-06,6.4e-05,0.00029,0.016886
switch-dr,500.0,0.006742,0.008469,0.0,0.000591,0.003134,0.010407,0.055122
