,count,mean,std,min,25%,50%,75%,max
dr-ibt (oracle),500.0,0.004871,0.009965,0.0,2e-05,0.000446,0.005405,0.06579
dr-ibt,500.0,0.017994,0.029532,0.0,0.001649,0.007954,0.022943,0.353368
dr-ibt (tau=0),500.0,0.013648,0.017041,0.0,0.001666,0.006814,0.019078,0.10009
dm,500.0,0.011786,0.015901,0.0,0.0015,0.005987,0.014899,0.151223
dr,500.0,0.020332,0.03098,0.0,0.001807,0.008262,0.025682,0.195793
mrdr,500.0,0.023277,0.03437,1e-06,0.00205,0.00908,0.028863,0.241155
dr-os (oracle),500.0,0.00508,0.010362,0.0,3.8e-05,0.000436,0.004847,0.070805
dr-os,500.0,0.017145,0.023553,0.0,0.001784,0.008096,0.022308,0.16851
switch-dr (oracle),500.0,0.003742,0.008153,0.0,2.1e-05,0.000367,0.003142,0.055986
switch-dr,500.0,0.017114,0.025507,0.0,0.001636,0.007897,0.019947,0.200848
