,count,mean,std,min,25%,50%,75%,max
dr-ibt (oracle),500.0,0.000932,0.002245,0.0,4e-06,4.7e-05,0.000691,0.022125
dr-ibt,500.0,0.009894,0.076412,0.0,0.000552,0.001856,0.005162,1.0
dr-ibt (tau=0),500.0,0.005372,0.005476,0.0,0.001207,0.003537,0.008205,0.037953
dm,500.0,0.006799,0.006065,1e-06,0.002201,0.005446,0.00933,0.031204
dr,500.0,0.008077,0.063205,0.0,0.000447,0.001822,0.005262,1.0
mrdr,500.0,0.00675,0.046017,0.0,0.000443,0.001854,0.005724,1.0
dr-os (oracle),500.0,0.001036,0.002481,0.0,6e-06,5.8e-05,0.000624,0.024151
dr-os,500.0,0.003513,0.00504,0.0,0.00027,0.001456,0.004582,0.03741
switch-dr (oracle),500.0,0.000927,0.00236,0.0,1e-05,8.5e-05,0.000488,0.020857
switch-dr,500.0,0.009971,0.075968,0.0,0.000353,0.001772,0.005247,1.0
