,count,mean,std,min,25%,50%,75%,max
dr-ibt (oracle),500.0,0.005652,0.011043,0.0,2.7e-05,0.000643,0.005961,0.06828
dr-ibt,500.0,0.02094,0.035333,0.0,0.002065,0.008843,0.025051,0.337503
dr-ibt (tau=0),500.0,0.016872,0.019773,0.0,0.002073,0.009271,0.024375,0.106307
dm,500.0,0.010891,0.014509,0.0,0.001356,0.004854,0.014331,0.081781
dr,500.0,0.023149,0.073609,0.0,0.001497,0.007834,0.022844,1.0
mrdr,500.0,0.024723,0.05821,0.0,0.00202,0.009732,0.029102,1.0
dr-os (oracle),500.0,0.003965,0.008241,0.0,2.6e-05,0.000325,0.003243,0.05719
dr-os,500.0,0.017646,0.0274,0.0,0.001394,0.006944,0.024142,0.232648
switch-dr (oracle),500.0,0.003288,0.007583,0.0,3.7e-05,0.000394,0.002695,0.085378
switch-dr,500.0,0.02173,0.055566,0.0,0.001485,0.007396,0.023544,1.0
