,count,mean,std,min,25%,50%,75%,max
dr-ibt (oracle),500.0,0.000884,0.002093,0.0,6e-06,6.3e-05,0.00056,0.015257
dr-ibt,500.0,0.007054,0.051371,0.0,0.000584,0.00203,0.00478,1.0
dr-ibt (tau=0),500.0,0.005588,0.005119,0.0,0.001778,0.004263,0.00799,0.02898
dm,500.0,0.007167,0.005954,0.0,0.002707,0.005908,0.010292,0.030309
dr,500.0,0.006304,0.043046,0.0,0.000363,0.00177,0.0051,0.915208
mrdr,500.0,0.004863,0.01297,0.0,0.000466,0.001741,0.005603,0.212137
dr-os (oracle),500.0,0.001236,0.002814,0.0,9e-06,8.1e-05,0.000749,0.020382
dr-os,500.0,0.004154,0.005589,0.0,0.000436,0.00208,0.005875,0.037601
switch-dr (oracle),500.0,0.000829,0.00209,0.0,1.5e-05,0.000122,0.000632,0.026361
switch-dr,500.0,0.007454,0.057969,0.0,0.000441,0.001761,0.004982,0.950118
