,count,mean,std,min,25%,50%,75%,max
dr-ibt (oracle),500.0,0.003364,0.007047,0.0,4e-06,0.000362,0.003335,0.064574
dr-ibt,500.0,0.006605,0.009584,0.0,0.000692,0.003068,0.008348,0.073378
dr-ibt (tau=0),500.0,0.010605,0.014886,0.0,0.001087,0.00459,0.014486,0.1006
dm,500.0,0.006914,0.007925,0.0,0.001147,0.004308,0.009591,0.045049
dr,500.0,0.009031,0.018549,0.0,0.000835,0.003894,0.010465,0.31257
mrdr,500.0,0.010077,0.022277,0.0,0.000851,0.003866,0.012212,0.385974
dr-os (oracle),500.0,0.001861,0.004575,0.0,1.1e-05,9.8e-05,0.0011,0.05069
dr-os,500.0,0.008012,0.011908,0.0,0.000707,0.003319,0.010837,0.107811
switch-dr (oracle),500.0,0.001105,0.002741,0.0,1.2e-05,9.9e-05,0.00066,0.018646
switch-dr,500.0,0.007507,0.015466,0.0,0.000519,0.002948,0.009002,0.255965
