,count,mean,std,min,25%,50%,75%,max
dr-ibt (oracle),500.0,0.000844,0.002108,0.0,1e-06,3.4e-05,0.000596,0.017849
dr-ibt,500.0,0.010263,0.054022,0.0,0.000594,0.002346,0.005992,0.863417
dr-ibt (tau=0),500.0,0.00355,0.004864,0.0,0.000333,0.001634,0.004768,0.032828
dm,500.0,0.004627,0.004682,0.0,0.001233,0.003359,0.006773,0.030916
dr,500.0,0.009863,0.051117,0.0,0.0004,0.00186,0.005901,0.773131
mrdr,500.0,0.011437,0.060075,0.0,0.000507,0.002163,0.006562,0.712491
dr-os (oracle),500.0,0.000695,0.001747,0.0,9e-06,4.2e-05,0.000288,0.011614
dr-os,500.0,0.004729,0.006597,0.0,0.000591,0.002244,0.006567,0.050416
switch-dr (oracle),500.0,0.000515,0.001533,0.0,8e-06,6e-05,0.000324,0.018113
switch-dr,500.0,0.010132,0.036665,0.0,0.000524,0.003023,0.007917,0.44447
