,count,mean,std,min,25%,50%,75%,max
dr-ibt (oracle),500.0,0.001473,0.003037,0.0,1e-06,0.000138,0.001509,0.026898
dr-ibt,500.0,0.003788,0.004981,0.0,0.00038,0.001891,0.005506,0.033465
dr-ibt (tau=0),500.0,0.004362,0.006053,0.0,0.000483,0.001966,0.006069,0.047347
dm,500.0,0.004341,0.004099,0.0,0.001087,0.003083,0.006644,0.019744
dr,500.0,0.004742,0.008001,0.0,0.000413,0.002152,0.005678,0.085661
mrdr,500.0,0.004688,0.007252,0.0,0.000405,0.001995,0.005786,0.073536
dr-os (oracle),500.0,0.000503,0.001548,0.0,7e-06,4.2e-05,0.000196,0.016511
dr-os,500.0,0.004074,0.006096,0.0,0.00038,0.001908,0.005098,0.057987
switch-dr (oracle),500.0,0.000347,0.001006,0.0,1.2e-05,7.1e-05,0.000311,0.01484
switch-dr,500.0,0.004294,0.00729,0.0,0.000357,0.001829,0.005578,0.09915
