,count,mean,std,min,25%,50%,75%,max
dr-ibt (oracle),500.0,0.000889,0.001654,0.0,2e-06,0.00012,0.001024,0.017443
dr-ibt,500.0,0.002134,0.002557,0.0,0.000313,0.001249,0.003004,0.019755
dr-ibt (tau=0),500.0,0.004485,0.005282,0.0,0.000701,0.002717,0.006386,0.03205
dm,500.0,0.004511,0.003239,3e-06,0.002071,0.00402,0.006256,0.01834
dr,500.0,0.002826,0.004517,0.0,0.000256,0.001063,0.003524,0.040371
mrdr,500.0,0.002836,0.005135,0.0,0.000258,0.001088,0.003313,0.05653
dr-os (oracle),500.0,0.00023,0.000645,0.0,6e-06,2.9e-05,0.000114,0.00692
dr-os,500.0,0.002196,0.003109,0.0,0.000289,0.000985,0.002891,0.024256
switch-dr (oracle),500.0,0.000277,0.000716,0.0,9e-06,4.8e-05,0.000168,0.006708
switch-dr,500.0,0.002899,0.00488,0.0,0.000241,0.001115,0.003527,0.058984
