,count,mean,std,min,25%,50%,75%,max
dr-ibt (oracle),500.0,0.002506,0.00539,0.0,5e-06,0.000183,0.002089,0.042996
dr-ibt,500.0,0.011335,0.024631,0.0,0.000816,0.003676,0.013624,0.416722
dr-ibt (tau=0),500.0,0.008093,0.009754,0.0,0.001312,0.004505,0.011125,0.07741
dm,500.0,0.006982,0.008283,0.0,0.001013,0.00412,0.010052,0.058144
dr,500.0,0.011888,0.027288,0.0,0.001201,0.00478,0.014719,0.522689
mrdr,500.0,0.01452,0.024163,0.0,0.001869,0.006597,0.018106,0.332789
dr-os (oracle),500.0,0.001674,0.003553,0.0,1.5e-05,0.000149,0.001326,0.022012
dr-os,500.0,0.009786,0.01359,0.0,0.000998,0.004785,0.013237,0.101403
switch-dr (oracle),500.0,0.001037,0.002552,0.0,1.5e-05,0.000123,0.000586,0.022698
switch-dr,500.0,0.011763,0.021853,0.0,0.000999,0.004206,0.014245,0.326721
