,count,mean,std,min,25%,50%,75%,max
dr-ibt (oracle),500.0,0.001628,0.0044,0.0,4e-06,8.3e-05,0.001225,0.06321
dr-ibt,500.0,0.00886,0.02697,0.0,0.000742,0.003433,0.009857,0.534376
dr-ibt (tau=0),500.0,0.006168,0.00837,0.0,0.000875,0.003424,0.008159,0.077403
dm,500.0,0.008334,0.009114,0.0,0.001625,0.004966,0.012068,0.043373
dr,500.0,0.010835,0.047883,0.0,0.00078,0.003429,0.010908,1.0
mrdr,500.0,0.011834,0.047451,0.0,0.000792,0.004067,0.012195,1.0
dr-os (oracle),500.0,0.001599,0.003777,0.0,2.2e-05,0.000128,0.001067,0.030756
dr-os,500.0,0.007538,0.010865,0.0,0.000659,0.002919,0.010109,0.062405
switch-dr (oracle),500.0,0.001332,0.003409,0.0,2.4e-05,0.000162,0.00084,0.026379
switch-dr,500.0,0.01045,0.047975,0.0,0.000877,0.003737,0.009602,1.0
