,count,mean,std,min,25%,50%,75%,max
dr-ibt (oracle),500.0,5.7e-05,0.000159,0.0,1e-06,9e-06,3.9e-05,0.001514
dr-ibt,500.0,0.00332,0.007753,0.0,0.000372,0.001396,0.00318,0.088927
dr-ibt (tau=0),500.0,0.002658,0.00191,7e-06,0.001181,0.002337,0.003706,0.010123
dm,500.0,0.003726,0.002343,4e-06,0.002016,0.003364,0.004921,0.014743
dr,500.0,0.003838,0.009305,0.0,0.000364,0.001315,0.003324,0.088741
mrdr,500.0,0.004031,0.010582,0.0,0.000443,0.001467,0.003396,0.109289
dr-os (oracle),500.0,7.5e-05,0.000207,0.0,5e-06,2.6e-05,7.3e-05,0.002888
dr-os,500.0,0.002024,0.002499,0.0,0.000327,0.001181,0.002931,0.024392
switch-dr (oracle),500.0,0.000117,0.000207,0.0,7e-06,3.9e-05,0.000124,0.001778
switch-dr,500.0,0.003178,0.006762,0.0,0.000322,0.001287,0.003209,0.065805
