,count,mean,std,min,25%,50%,75%,max
dr-ibt (oracle),500.0,0.001851,0.004686,0.0,3e-06,7.1e-05,0.001336,0.036722
dr-ibt,500.0,0.009761,0.045687,0.0,0.000937,0.003601,0.010587,1.0
dr-ibt (tau=0),500.0,0.006909,0.008413,0.0,0.001012,0.00397,0.009431,0.047363
dm,500.0,0.008743,0.00955,0.0,0.001846,0.005824,0.012424,0.049272
dr,500.0,0.010544,0.046487,0.0,0.000839,0.003698,0.010569,1.0
mrdr,500.0,0.011423,0.046165,0.0,0.001014,0.004141,0.012592,1.0
dr-os (oracle),500.0,0.002257,0.005155,0.0,1.9e-05,0.000133,0.001974,0.046499
dr-os,500.0,0.007719,0.011388,0.0,0.000766,0.003237,0.009658,0.080403
switch-dr (oracle),500.0,0.001814,0.004266,0.0,3.3e-05,0.000277,0.001267,0.034894
switch-dr,500.0,0.00737,0.009623,0.0,0.000948,0.003751,0.009834,0.070194
