,count,mean,std,min,25%,50%,75%,max
dr-ibt (oracle),500.0,6.9e-05,0.000234,0.0,1e-06,7e-06,4.2e-05,0.002849
dr-ibt,500.0,0.002636,0.003268,0.0,0.000468,0.001594,0.003549,0.025302
dr-ibt (tau=0),500.0,0.002585,0.002382,0.0,0.000584,0.001904,0.003917,0.013078
dm,500.0,0.003859,0.002486,1e-06,0.002003,0.00335,0.005313,0.013154
dr,500.0,0.003028,0.003407,0.0,0.000454,0.001743,0.004572,0.02104
mrdr,500.0,0.003064,0.003441,0.0,0.000448,0.001818,0.004652,0.019981
dr-os (oracle),500.0,8.4e-05,0.000206,0.0,6e-06,2.9e-05,8.2e-05,0.002236
dr-os,500.0,0.002492,0.003009,0.0,0.000326,0.00148,0.00354,0.019983
switch-dr (oracle),500.0,9.9e-05,0.000214,0.0,6e-06,2.9e-05,0.000112,0.002723
switch-dr,500.0,0.003295,0.00378,0.0,0.000524,0.001907,0.004668,0.024806
