,count,mean,std,min,25%,50%,75%,max
dr-ibt (oracle),500.0,0.003965,0.007332,0.0,5e-06,0.00053,0.004792,0.049147
dr-ibt,500.0,0.011883,0.060763,0.0,0.000914,0.004137,0.011227,1.0
dr-ibt (tau=0),500.0,0.013466,0.017305,0.0,0.001422,0.007036,0.020008,0.111878
dm,500.0,0.00686,0.007942,0.0,0.001122,0.003997,0.009866,0.040862
dr,500.0,0.008284,0.012903,0.0,0.000808,0.003924,0.01056,0.12454
mrdr,500.0,0.012104,0.04719,0.0,0.000862,0.004188,0.012484,1.0
dr-os (oracle),500.0,0.001701,0.004263,0.0,1.3e-05,0.000102,0.001167,0.033506
dr-os,500.0,0.007919,0.011648,0.0,0.000796,0.003635,0.010082,0.094691
switch-dr (oracle),500.0,0.001067,0.002529,0.0,1.4e-05,0.000133,0.000858,0.028057
switch-dr,500.0,0.00869,0.01534,0.0,0.000835,0.003809,0.010552,0.195276
