,count,mean,std,min,25%,50%,75%,max
dr-ibt (oracle),500.0,0.000216,0.000522,0.0,7e-06,3.5e-05,0.000185,0.006535
dr-ibt,500.0,0.002378,0.009462,0.0,0.000144,0.000629,0.00182,0.133115
dr-ibt (tau=0),500.0,0.004629,0.002522,4e-06,0.002744,0.004337,0.006162,0.015747
dm,500.0,0.005815,0.00285,0.000376,0.003684,0.005583,0.007506,0.01518
dr,500.0,0.00278,0.009973,0.0,0.000144,0.00067,0.002226,0.115858
mrdr,500.0,0.00333,0.014243,0.0,0.000141,0.00065,0.001951,0.165148
dr-os (oracle),500.0,0.000235,0.000549,0.0,8e-06,3.2e-05,0.000133,0.00398
dr-os,500.0,0.001269,0.001748,0.0,0.000164,0.000564,0.001757,0.01254
switch-dr (oracle),500.0,0.000176,0.000436,0.0,8e-06,2.9e-05,0.000131,0.004136
switch-dr,500.0,0.002586,0.009708,0.0,0.000122,0.000585,0.001888,0.146519
