,count,mean,std,min,25%,50%,75%,max
dr-ibt (oracle),500.0,0.000438,0.001371,0.0,4e-06,3.2e-05,0.000237,0.022966
dr-ibt,500.0,0.005098,0.031421,0.0,0.000235,0.001037,0.00254,0.464271
dr-ibt (tau=0),500.0,0.00498,0.003679,0.0,0.002251,0.004259,0.006896,0.027574
dm,500.0,0.00593,0.003794,7e-06,0.002903,0.005428,0.00806,0.02456
dr,500.0,0.004278,0.02599,0.0,0.000195,0.000974,0.00309,0.413645
mrdr,500.0,0.004069,0.022056,0.0,0.00026,0.001,0.003036,0.301197
dr-os (oracle),500.0,0.000439,0.00119,0.0,4e-06,4.5e-05,0.000192,0.0129
dr-os,500.0,0.00158,0.002343,0.0,0.000134,0.000713,0.002158,0.02496
switch-dr (oracle),500.0,0.000301,0.000827,0.0,9e-06,4.9e-05,0.000206,0.010323
switch-dr,500.0,0.00407,0.024446,0.0,0.000172,0.000858,0.00288,0.437702
