,count,mean,std,min,25%,50%,75%,max
dr-ibt (oracle),500.0,0.000174,0.000681,0.0,0.0,5e-06,6.2e-05,0.008054
dr-ibt,500.0,0.006592,0.039861,0.0,0.000418,0.001876,0.005016,0.781092
dr-ibt (tau=0),500.0,0.001998,0.002363,0.0,0.000244,0.001125,0.002924,0.015808
dm,500.0,0.002993,0.002508,0.0,0.001056,0.002393,0.004219,0.014827
dr,500.0,0.005459,0.020062,0.0,0.000448,0.002011,0.005466,0.37578
mrdr,500.0,0.006852,0.028764,0.0,0.000439,0.001878,0.005941,0.323619
dr-os (oracle),500.0,0.00015,0.000487,0.0,5e-06,2.4e-05,7.9e-05,0.004842
dr-os,500.0,0.002946,0.00373,0.0,0.00039,0.001536,0.004126,0.022731
switch-dr (oracle),500.0,0.000179,0.000487,0.0,5e-06,3.3e-05,0.000131,0.005737
switch-dr,500.0,0.007623,0.034677,0.0,0.000591,0.001999,0.005292,0.477208
