,count,mean,std,min,25%,50%,75%,max
dr-ibt (oracle),500.0,0.000282,0.000798,0.0,2e-06,1.8e-05,0.000157,0.010258
dr-ibt,500.0,0.002156,0.002945,0.0,0.000242,0.001111,0.002826,0.02098
dr-ibt (tau=0),500.0,0.004037,0.00388,1e-06,0.001318,0.003174,0.005874,0.036337
dm,500.0,0.005797,0.003972,4e-06,0.002672,0.005012,0.007771,0.024242
dr,500.0,0.00249,0.003438,0.0,0.000248,0.001193,0.003487,0.024421
mrdr,500.0,0.002546,0.003653,0.0,0.000235,0.001224,0.00364,0.03292
dr-os (oracle),500.0,0.00041,0.00109,0.0,7e-06,4.2e-05,0.000167,0.010488
dr-os,500.0,0.001975,0.002853,0.0,0.000217,0.000914,0.002626,0.028765
switch-dr (oracle),500.0,0.000327,0.000792,0.0,1.1e-05,6e-05,0.000237,0.009093
switch-dr,500.0,0.002637,0.004676,0.0,0.0002,0.001172,0.00338,0.053112
