,count,mean,std,min,25%,50%,75%,max
dr-ibt (oracle),500.0,0.000189,0.000552,0.0,1e-06,1.3e-05,7.4e-05,0.004058
dr-ibt,500.0,0.005303,0.032335,0.0,0.000378,0.00155,0.004023,0.596567
dr-ibt (tau=0),500.0,0.003026,0.002896,0.0,0.000867,0.002146,0.004433,0.016025
dm,500.0,0.004059,0.00324,4e-06,0.001582,0.0033,0.005668,0.019085
dr,500.0,0.004802,0.024912,0.0,0.000421,0.001593,0.004428,0.482986
mrdr,500.0,0.004107,0.019927,0.0,0.000397,0.001421,0.004026,0.411276
dr-os (oracle),500.0,0.000192,0.000642,0.0,7e-06,3.7e-05,0.000113,0.0073
dr-os,500.0,0.002569,0.003571,0.0,0.000273,0.001191,0.003439,0.035645
switch-dr (oracle),500.0,0.000216,0.000497,0.0,1.2e-05,6.1e-05,0.00022,0.005855
switch-dr,500.0,0.005381,0.026759,0.0,0.000444,0.001455,0.004097,0.385165
