,count,mean,std,min,25%,50%,75%,max
dr-ibt (oracle),500.0,0.00269,0.004859,0.0,6e-06,0.000475,0.003181,0.036362
dr-ibt,500.0,0.008914,0.015728,0.0,0.000813,0.003815,0.011889,0.230749
dr-ibt (tau=0),500.0,0.008684,0.010665,0.0,0.001284,0.004729,0.012747,0.07383
dm,500.0,0.008279,0.009616,0.0,0.001392,0.005066,0.011627,0.06671
dr,500.0,0.013089,0.064085,0.0,0.000788,0.004209,0.012,1.0
mrdr,500.0,0.012235,0.046852,0.0,0.001224,0.004864,0.013468,1.0
dr-os (oracle),500.0,0.002277,0.005383,0.0,2.3e-05,0.000158,0.001915,0.059266
dr-os,500.0,0.008059,0.012122,0.0,0.000921,0.003285,0.010281,0.097709
switch-dr (oracle),500.0,0.001981,0.004291,0.0,1.8e-05,0.000225,0.00135,0.027346
switch-dr,500.0,0.012432,0.052335,0.0,0.000975,0.00383,0.011868,1.0
