,count,mean,std,min,25%,50%,75%,max
dr-ibt (oracle),500.0,0.007569,0.014968,0.0,1.3e-05,0.000824,0.008227,0.130827
dr-ibt,500.0,0.014211,0.020344,0.0,0.001363,0.006958,0.019818,0.223639
dr-ibt (tau=0),500.0,0.01956,0.025803,0.0,0.00182,0.009488,0.027015,0.161115
dm,500.0,0.009345,0.011505,0.0,0.00105,0.004907,0.013692,0.067682
dr,500.0,0.015598,0.021327,0.0,0.001923,0.006928,0.020877,0.130572
mrdr,500.0,0.018589,0.025918,0.0,0.002188,0.008985,0.02513,0.202891
dr-os (oracle),500.0,0.003559,0.007547,0.0,2.3e-05,0.00026,0.002989,0.075581
dr-os,500.0,0.015797,0.022531,0.0,0.001662,0.00729,0.020908,0.190221
switch-dr (oracle),500.0,0.002072,0.005064,0.0,2e-05,0.000165,0.001623,0.045314
switch-dr,500.0,0.013558,0.020875,0.0,0.0016,0.005051,0.016255,0.16973
