,count,mean,std,min,25%,50%,75%,max
dr-ibt (oracle),500.0,0.000437,0.001126,0.0,1.3e-05,5.7e-05,0.000239,0.008428
dr-ibt,500.0,0.001818,0.002319,0.0,0.000201,0.000963,0.002624,0.017598
dr-ibt (tau=0),500.0,0.027627,0.011438,0.003151,0.018973,0.026038,0.034008,0.075691
dm,500.0,0.129254,0.027667,0.051072,0.107797,0.127939,0.147215,0.235571
dr,500.0,0.001818,0.002319,0.0,0.000201,0.000963,0.002624,0.017598
mrdr,500.0,0.000736,0.00091,0.0,7.9e-05,0.000446,0.001025,0.007254
dr-os (oracle),500.0,0.000568,0.001223,0.0,1.7e-05,0.000133,0.000514,0.008821
dr-os,500.0,0.00171,0.002187,0.0,0.000158,0.000855,0.002493,0.016058
switch-dr (oracle),500.0,0.000548,0.001017,0.0,2.8e-05,0.000181,0.000591,0.008039
switch-dr,500.0,0.001818,0.002319,0.0,0.000201,0.000963,0.002624,0.017598
