,count,mean,std,min,25%,50%,75%,max
dr-ibt (oracle),500.0,0.00012,0.000193,0.0,1.2e-05,4.8e-05,0.000149,0.001733
dr-ibt,500.0,0.001751,0.008023,0.0,0.000169,0.000596,0.001453,0.096392
dr-ibt (tau=0),500.0,0.026033,0.007098,0.009533,0.021076,0.024941,0.030731,0.047649
dm,500.0,0.12772,0.017497,0.076666,0.116415,0.126798,0.140676,0.173072
dr,500.0,0.001751,0.008023,0.0,0.000169,0.000596,0.001453,0.096392
mrdr,500.0,0.001231,0.00734,0.0,0.000189,0.000453,0.000857,0.091094
dr-os (oracle),500.0,0.000202,0.000255,0.0,1.6e-05,9.2e-05,0.000316,0.001956
dr-os,500.0,0.000921,0.001122,0.0,0.000141,0.000504,0.001236,0.006804
switch-dr (oracle),500.0,0.00031,0.000552,0.0,1.4e-05,8.7e-05,0.000375,0.00535
switch-dr,500.0,0.001751,0.008023,0.0,0.000169,0.000596,0.001453,0.096392
