,count,mean,std,min,25%,50%,75%,max
dr-ibt (oracle),500.0,0.076229,0.016267,0.040277,0.064599,0.074573,0.085546,0.132641
dr-ibt,500.0,0.076294,0.016289,0.040277,0.064599,0.074823,0.085546,0.132641
dr-ibt (tau=0),500.0,0.127465,0.017142,0.08429,0.115633,0.126215,0.138122,0.178651
dm,500.0,0.191697,0.018545,0.125787,0.178677,0.190378,0.205071,0.247453
dr,500.0,0.077664,0.015789,0.042215,0.066653,0.0774,0.088021,0.122527
mrdr,500.0,0.077862,0.014993,0.044053,0.067307,0.076962,0.088055,0.121173
dr-os (oracle),500.0,0.078273,0.015697,0.037002,0.068337,0.077538,0.087922,0.133904
dr-os,500.0,0.078273,0.015697,0.037002,0.068337,0.077538,0.087922,0.133904
switch-dr (oracle),500.0,0.076243,0.015251,0.033394,0.065171,0.074915,0.086349,0.127567
switch-dr,500.0,0.076554,0.015385,0.034122,0.065375,0.075439,0.086576,0.127567
