,count,mean,std,min,25%,50%,75%,max
dr-ibt (oracle),500.0,0.001254,0.00348,0.0,1.7e-05,0.000103,0.000461,0.029842
dr-ibt,500.0,0.003519,0.00472,0.0,0.000319,0.00154,0.004744,0.029842
dr-ibt (tau=0),500.0,0.033156,0.018247,0.002072,0.019952,0.030042,0.042361,0.124946
dm,500.0,0.134115,0.042152,0.045742,0.103381,0.12966,0.16095,0.290852
dr,500.0,0.003519,0.00472,0.0,0.000319,0.00154,0.004744,0.029842
mrdr,500.0,0.001826,0.002377,0.0,0.000197,0.001028,0.002541,0.019779
dr-os (oracle),500.0,0.001484,0.003644,0.0,3.5e-05,0.000255,0.000911,0.030975
dr-os,500.0,0.003378,0.004591,0.0,0.000292,0.001457,0.00443,0.030975
switch-dr (oracle),500.0,0.001893,0.00368,0.0,0.000117,0.000488,0.001905,0.029842
switch-dr,500.0,0.003519,0.00472,0.0,0.000319,0.00154,0.004744,0.029842
