,count,mean,std,min,25%,50%,75%,max
dr-ibt (oracle),500.0,0.063279,0.035852,0.003934,0.037488,0.056913,0.081972,0.229584
dr-ibt,500.0,0.066066,0.037521,0.003934,0.039518,0.058684,0.086214,0.229584
dr-ibt (tau=0),500.0,0.110354,0.039047,0.034212,0.083139,0.105369,0.130996,0.313787
dm,500.0,0.16557,0.046383,0.058728,0.135683,0.160089,0.195781,0.326267
dr,500.0,0.066959,0.03761,1e-06,0.040411,0.05856,0.087893,0.211072
mrdr,500.0,0.066902,0.040042,1e-06,0.037564,0.06038,0.085806,0.258326
dr-os (oracle),500.0,0.068854,0.03682,0.001495,0.041437,0.063774,0.089783,0.250298
dr-os,500.0,0.068994,0.036918,0.001495,0.041641,0.063994,0.089857,0.255551
switch-dr (oracle),500.0,0.064678,0.034708,1.5e-05,0.038024,0.059477,0.085232,0.187993
switch-dr,500.0,0.066672,0.035749,1.5e-05,0.03948,0.062984,0.086798,0.202758
