,count,mean,std,min,25%,50%,75%,max
dr-ibt (oracle),500.0,0.001857,0.004221,0.0,3.8e-05,0.000246,0.001305,0.030956
dr-ibt,500.0,0.003373,0.004667,0.0,0.000371,0.001583,0.004175,0.030956
dr-ibt (tau=0),500.0,0.034226,0.018164,0.003813,0.02137,0.031134,0.044252,0.116078
dm,500.0,0.134406,0.040713,0.0475,0.105483,0.131328,0.161775,0.260179
dr,500.0,0.003373,0.004667,0.0,0.000371,0.001583,0.004175,0.030956
mrdr,500.0,0.001427,0.002084,0.0,0.00012,0.000581,0.001816,0.014673
dr-os (oracle),500.0,0.002047,0.004395,0.0,4.9e-05,0.000349,0.00164,0.031745
dr-os,500.0,0.003306,0.00468,0.0,0.000352,0.001547,0.004124,0.031745
switch-dr (oracle),500.0,0.002058,0.004084,0.0,0.000103,0.000483,0.00191,0.030956
switch-dr,500.0,0.003373,0.004667,0.0,0.000371,0.001583,0.004175,0.030956
