,count,mean,std,min,25%,50%,75%,max
dr-ibt (oracle),500.0,0.001321,0.002278,0.0,5.5e-05,0.00038,0.001302,0.015776
dr-ibt,500.0,0.001839,0.002453,0.0,0.000119,0.000803,0.002387,0.015776
dr-ibt (tau=0),500.0,0.04253,0.013674,0.013135,0.03218,0.041439,0.051728,0.096972
dm,500.0,0.156975,0.027323,0.085052,0.137876,0.15715,0.17459,0.259859
dr,500.0,0.001839,0.002453,0.0,0.000119,0.000803,0.002387,0.015776
mrdr,500.0,0.000504,0.000778,0.0,3.6e-05,0.000216,0.000619,0.006994
dr-os (oracle),500.0,0.001412,0.002426,0.0,4.7e-05,0.000354,0.001477,0.016487
dr-os,500.0,0.00188,0.00252,0.0,0.000161,0.000822,0.002457,0.016487
switch-dr (oracle),500.0,0.001325,0.002279,0.0,6e-05,0.000355,0.001349,0.015776
switch-dr,500.0,0.001839,0.002453,0.0,0.000119,0.000803,0.002387,0.015776
