,count,mean,std,min,25%,50%,75%,max
dr-ibt (oracle),500.0,0.000162,0.00022,0.0,2.4e-05,9.9e-05,0.000206,0.0019
dr-ibt,500.0,0.000394,0.000575,0.0,4.8e-05,0.000182,0.000507,0.00627
dr-ibt (tau=0),500.0,0.024643,0.005457,0.008972,0.02111,0.02432,0.028521,0.039177
dm,500.0,0.120672,0.013138,0.079893,0.112262,0.121049,0.129916,0.153293
dr,500.0,0.000394,0.000575,0.0,4.8e-05,0.000182,0.000507,0.00627
mrdr,500.0,9.4e-05,0.000133,0.0,1.4e-05,5.1e-05,0.000119,0.001349
dr-os (oracle),500.0,0.000165,0.000256,0.0,1e-05,5.9e-05,0.000221,0.002076
dr-os,500.0,0.000366,0.000531,0.0,4.2e-05,0.000188,0.000452,0.00589
switch-dr (oracle),500.0,0.000141,0.000234,0.0,8e-06,4.8e-05,0.000157,0.0019
switch-dr,500.0,0.000394,0.000575,0.0,4.8e-05,0.000182,0.000507,0.00627
