,count,mean,std,min,25%,50%,75%,max
dr-ibt (oracle),500.0,0.000718,0.001551,0.0,2.8e-05,0.000137,0.000513,0.014625
dr-ibt,500.0,0.001797,0.0053,0.0,0.000155,0.000641,0.002196,0.089711
dr-ibt (tau=0),500.0,0.039141,0.013356,0.007529,0.02979,0.038021,0.047312,0.095898
dm,500.0,0.1519,0.028673,0.066826,0.131404,0.151702,0.17107,0.241745
dr,500.0,0.001797,0.0053,0.0,0.000155,0.000641,0.002196,0.089711
mrdr,500.0,0.000668,0.004519,0.0,3.5e-05,0.000164,0.000488,0.072331
dr-os (oracle),500.0,0.000864,0.00166,0.0,3.3e-05,0.000237,0.000814,0.015372
dr-os,500.0,0.001484,0.002054,0.0,0.000153,0.000634,0.002104,0.015372
switch-dr (oracle),500.0,0.000868,0.001572,0.0,4.9e-05,0.000226,0.000945,0.014631
switch-dr,500.0,0.001797,0.0053,0.0,0.000155,0.000641,0.002196,0.089711
