,count,mean,std,min,25%,50%,75%,max
dr-ibt (oracle),500.0,0.06459,0.016812,0.026078,0.052735,0.063938,0.074812,0.120298
dr-ibt,500.0,0.064799,0.016856,0.026078,0.052899,0.06403,0.074988,0.120298
dr-ibt (tau=0),500.0,0.111853,0.018153,0.061669,0.100141,0.110025,0.123627,0.180085
dm,500.0,0.17143,0.021969,0.107327,0.156431,0.170941,0.184934,0.244463
dr,500.0,0.064642,0.016807,0.020424,0.051972,0.064077,0.075529,0.116475
mrdr,500.0,0.06467,0.016279,0.020661,0.053133,0.064903,0.07546,0.111276
dr-os (oracle),500.0,0.06455,0.016424,0.02563,0.053085,0.063218,0.073743,0.124663
dr-os,500.0,0.064656,0.016484,0.02563,0.053113,0.063218,0.074716,0.124663
switch-dr (oracle),500.0,0.064176,0.01707,0.013882,0.052063,0.063195,0.07568,0.132466
switch-dr,500.0,0.064618,0.017532,0.013882,0.052067,0.063674,0.075943,0.133628
