,count,mean,std,min,25%,50%,75%,max
dr-ibt (oracle),500.0,0.000613,0.001352,0.0,2.5e-05,0.00011,0.000445,0.014416
dr-ibt,500.0,0.001289,0.001779,0.0,0.000127,0.00056,0.001677,0.014418
dr-ibt (tau=0),500.0,0.025049,0.010598,0.004793,0.017667,0.023588,0.03165,0.072484
dm,500.0,0.117457,0.025925,0.055685,0.09834,0.118001,0.134215,0.206227
dr,500.0,0.001289,0.001779,0.0,0.000127,0.00056,0.001677,0.014418
mrdr,500.0,0.000426,0.000605,0.0,4.7e-05,0.000174,0.000521,0.003386
dr-os (oracle),500.0,0.00068,0.001426,0.0,1.6e-05,0.000131,0.000562,0.014867
dr-os,500.0,0.001262,0.001764,0.0,0.000111,0.000567,0.001747,0.014867
switch-dr (oracle),500.0,0.00069,0.001359,0.0,2.7e-05,0.000156,0.00068,0.014418
switch-dr,500.0,0.001289,0.001779,0.0,0.000127,0.00056,0.001677,0.014418
