,count,mean,std,min,25%,50%,75%,max
dr-ibt (oracle),500.0,0.059401,0.032851,0.005453,0.033783,0.052434,0.079843,0.217251
dr-ibt,500.0,0.061559,0.034111,0.005453,0.036147,0.055304,0.080838,0.236824
dr-ibt (tau=0),500.0,0.102348,0.037247,0.021309,0.073834,0.098344,0.126366,0.265046
dm,500.0,0.15938,0.047562,0.050506,0.127151,0.157886,0.189368,0.366027
dr,500.0,0.066408,0.036306,0.00159,0.039636,0.062421,0.087036,0.261547
mrdr,500.0,0.067475,0.038416,0.004754,0.039261,0.060729,0.089536,0.282001
dr-os (oracle),500.0,0.067547,0.036108,0.006396,0.042175,0.063311,0.086409,0.293457
dr-os,500.0,0.067588,0.036106,0.006396,0.042241,0.063311,0.086409,0.293457
switch-dr (oracle),500.0,0.062044,0.035464,3e-05,0.035088,0.057787,0.081515,0.260962
switch-dr,500.0,0.064348,0.036822,3e-05,0.036903,0.060459,0.08458,0.260962
