,count,mean,std,min,25%,50%,75%,max
dr-ibt (oracle),500.0,0.001766,0.004124,0.0,4.4e-05,0.000202,0.001126,0.037967
dr-ibt,500.0,0.003232,0.004522,0.0,0.000412,0.001518,0.004137,0.037967
dr-ibt (tau=0),500.0,0.033626,0.017794,0.003303,0.019796,0.028841,0.045552,0.108312
dm,500.0,0.132868,0.041205,0.050329,0.102588,0.12884,0.162095,0.295436
dr,500.0,0.003232,0.004522,0.0,0.000412,0.001518,0.004137,0.037967
mrdr,500.0,0.001454,0.002112,0.0,0.000138,0.000584,0.00192,0.01515
dr-os (oracle),500.0,0.001939,0.004235,0.0,6.1e-05,0.0003,0.001476,0.038506
dr-os,500.0,0.003186,0.00454,0.0,0.000392,0.001451,0.004119,0.038506
switch-dr (oracle),500.0,0.002054,0.003948,0.0,0.000131,0.000651,0.001955,0.037967
switch-dr,500.0,0.003232,0.004522,0.0,0.000412,0.001518,0.004137,0.037967
