,count,mean,std,min,25%,50%,75%,max
dr-ibt (oracle),500.0,0.069129,0.015505,0.023975,0.058977,0.068172,0.078286,0.131716
dr-ibt,500.0,0.069204,0.015514,0.023975,0.058977,0.068597,0.078328,0.131716
dr-ibt (tau=0),500.0,0.123244,0.016472,0.069177,0.113503,0.122479,0.13375,0.179248
dm,500.0,0.185645,0.018133,0.135644,0.171831,0.18472,0.198255,0.24052
dr,500.0,0.069669,0.016013,0.034247,0.059033,0.068706,0.078527,0.12316
mrdr,500.0,0.069593,0.015203,0.032985,0.058874,0.069087,0.078181,0.121852
dr-os (oracle),500.0,0.070185,0.015239,0.022893,0.059644,0.069726,0.079954,0.130595
dr-os,500.0,0.070185,0.015239,0.022893,0.059644,0.069726,0.079954,0.130595
switch-dr (oracle),500.0,0.068934,0.015431,0.026517,0.057972,0.067765,0.078822,0.115067
switch-dr,500.0,0.069455,0.01558,0.026517,0.058106,0.068089,0.079597,0.115067
