,count,mean,std,min,25%,50%,75%,max
dr-ibt (oracle),500.0,0.067208,0.022517,0.007501,0.051793,0.065739,0.081238,0.139308
dr-ibt,500.0,0.069714,0.047498,0.007501,0.052271,0.066326,0.082418,1.0
dr-ibt (tau=0),500.0,0.102518,0.024126,0.035337,0.086294,0.101943,0.117189,0.180184
dm,500.0,0.156205,0.029542,0.065197,0.136445,0.157069,0.173698,0.245787
dr,500.0,0.071112,0.048393,0.005789,0.052056,0.068322,0.083933,1.0
mrdr,500.0,0.070862,0.048318,0.010144,0.052008,0.066659,0.083506,1.0
dr-os (oracle),500.0,0.070673,0.025973,0.009783,0.051799,0.069409,0.087005,0.174893
dr-os,500.0,0.070677,0.025975,0.009783,0.051799,0.069409,0.087005,0.174893
switch-dr (oracle),500.0,0.067175,0.022755,0.01061,0.051865,0.066075,0.0804,0.144148
switch-dr,500.0,0.068829,0.023299,0.01061,0.052469,0.067073,0.082493,0.147544
