,count,mean,std,min,25%,50%,75%,max
dr-ibt (oracle),500.0,0.062234,0.017173,0.020648,0.049641,0.061121,0.071897,0.128918
dr-ibt,500.0,0.062431,0.017237,0.020648,0.049682,0.061419,0.072106,0.128919
dr-ibt (tau=0),500.0,0.106406,0.018723,0.058117,0.093885,0.105155,0.118219,0.177031
dm,500.0,0.162821,0.022168,0.101687,0.14662,0.162772,0.179007,0.225605
dr,500.0,0.061742,0.016421,0.021038,0.050344,0.060282,0.073704,0.107701
mrdr,500.0,0.061702,0.016443,0.022307,0.050138,0.060561,0.072864,0.113617
dr-os (oracle),500.0,0.062971,0.017961,0.023319,0.050671,0.061664,0.073238,0.129373
dr-os,500.0,0.062971,0.017961,0.023319,0.050671,0.061664,0.073238,0.129373
switch-dr (oracle),500.0,0.062514,0.017523,0.015615,0.049367,0.061989,0.07341,0.1139
switch-dr,500.0,0.063089,0.017744,0.015615,0.04989,0.062672,0.074094,0.1139
