,count,mean,std,min,25%,50%,75%,max
dr-ibt (oracle),500.0,0.055621,0.016597,0.017175,0.043039,0.054654,0.066578,0.11322
dr-ibt,500.0,0.05605,0.017391,0.017175,0.043039,0.054654,0.066984,0.132819
dr-ibt (tau=0),500.0,0.100058,0.018404,0.044244,0.086184,0.100063,0.113265,0.151815
dm,500.0,0.157185,0.020494,0.093016,0.144075,0.156128,0.170654,0.234057
dr,500.0,0.056641,0.015452,0.01462,0.046447,0.055504,0.065262,0.107652
mrdr,500.0,0.056854,0.014818,0.02257,0.046645,0.055246,0.06609,0.107384
dr-os (oracle),500.0,0.057444,0.015887,0.01922,0.046402,0.056205,0.06813,0.119715
dr-os,500.0,0.057671,0.016121,0.01922,0.046481,0.05637,0.068164,0.119715
switch-dr (oracle),500.0,0.054618,0.015813,0.021248,0.043741,0.053252,0.063904,0.123027
switch-dr,500.0,0.055397,0.016142,0.021248,0.04386,0.054021,0.064801,0.123027
