,count,mean,std,min,25%,50%,75%,max
dr-ibt (oracle),500.0,0.075,0.026442,0.015246,0.056329,0.072867,0.091534,0.186642
dr-ibt,500.0,0.075888,0.026758,0.015246,0.056942,0.074384,0.092089,0.186646
dr-ibt (tau=0),500.0,0.118457,0.028731,0.049322,0.099204,0.117677,0.136987,0.232877
dm,500.0,0.178152,0.033771,0.095774,0.154908,0.174364,0.20111,0.325413
dr,500.0,0.076335,0.027803,0.016287,0.057383,0.070772,0.094155,0.179568
mrdr,500.0,0.075799,0.027089,0.01571,0.05614,0.07181,0.092065,0.172682
dr-os (oracle),500.0,0.076931,0.026565,0.020883,0.057706,0.075135,0.092313,0.211321
dr-os,500.0,0.076931,0.026565,0.020883,0.057706,0.075135,0.092313,0.211321
switch-dr (oracle),500.0,0.074829,0.026168,0.020959,0.054419,0.07197,0.091344,0.172133
switch-dr,500.0,0.076259,0.026943,0.020959,0.054802,0.073028,0.093172,0.172133
