,count,mean,std,min,25%,50%,75%,max
dr-ibt (oracle),500.0,0.000335,0.000842,0.0,1.5e-05,7.9e-05,0.00026,0.00854
dr-ibt,500.0,0.002371,0.003064,0.0,0.000292,0.001207,0.003223,0.021044
dr-ibt (tau=0),500.0,0.032041,0.012369,0.005087,0.023114,0.031179,0.039423,0.074409
dm,500.0,0.135837,0.027528,0.059984,0.116641,0.134413,0.151969,0.214664
dr,500.0,0.002371,0.003064,0.0,0.000292,0.001207,0.003223,0.021044
mrdr,500.0,0.001225,0.001247,0.0,0.00029,0.000807,0.001821,0.007866
dr-os (oracle),500.0,0.000591,0.000955,0.0,4.4e-05,0.000241,0.000795,0.008928
dr-os,500.0,0.002196,0.002874,0.0,0.000238,0.001124,0.003032,0.019829
switch-dr (oracle),500.0,0.000643,0.000912,0.0,4.5e-05,0.000297,0.000862,0.005492
switch-dr,500.0,0.002371,0.003064,0.0,0.000292,0.001207,0.003223,0.021044
