,count,mean,std,min,25%,50%,75%,max
dr-ibt (oracle),500.0,0.000568,0.001341,0.0,1.6e-05,6.5e-05,0.000303,0.010048
dr-ibt,500.0,0.001455,0.001889,0.0,0.000136,0.000717,0.002016,0.011119
dr-ibt (tau=0),500.0,0.033253,0.012652,0.007467,0.023468,0.032216,0.040846,0.081389
dm,500.0,0.135143,0.027985,0.057529,0.115842,0.135219,0.153781,0.218029
dr,500.0,0.001455,0.001889,0.0,0.000136,0.000717,0.002016,0.011119
mrdr,500.0,0.000501,0.000598,0.0,5e-05,0.000274,0.000743,0.003914
dr-os (oracle),500.0,0.000744,0.001428,0.0,2.6e-05,0.000209,0.00076,0.010601
dr-os,500.0,0.001412,0.001857,0.0,0.000123,0.000709,0.001899,0.010601
switch-dr (oracle),500.0,0.000858,0.001414,0.0,4.4e-05,0.000262,0.001053,0.010048
switch-dr,500.0,0.001455,0.001889,0.0,0.000136,0.000717,0.002016,0.011119
