,count,mean,std,min,25%,50%,75%,max
dr-ibt (oracle),500.0,0.001044,0.003466,0.0,9e-06,5.6e-05,0.000309,0.038269
dr-ibt,500.0,0.005869,0.008547,0.0,0.000713,0.002985,0.007343,0.100189
dr-ibt (tau=0),500.0,0.019177,0.014221,1e-06,0.008218,0.015623,0.027316,0.074207
dm,500.0,0.098602,0.037649,0.019906,0.070946,0.094937,0.120663,0.21449
dr,500.0,0.005869,0.008547,0.0,0.000713,0.002985,0.007343,0.100189
mrdr,500.0,0.003767,0.007401,0.0,0.000591,0.00212,0.00516,0.142414
dr-os (oracle),500.0,0.001454,0.003482,0.0,7.7e-05,0.000382,0.001202,0.038641
dr-os,500.0,0.005436,0.007206,0.0,0.000748,0.002747,0.006864,0.04383
switch-dr (oracle),500.0,0.001319,0.002594,0.0,7.9e-05,0.000484,0.001576,0.038269
switch-dr,500.0,0.005869,0.008547,0.0,0.000713,0.002985,0.007343,0.100189
