,count,mean,std,min,25%,50%,75%,max
dr-ibt (oracle),500.0,0.000774,0.002248,0.0,1.2e-05,7.1e-05,0.000254,0.020741
dr-ibt,500.0,0.00452,0.006936,0.0,0.000474,0.002122,0.006011,0.070876
dr-ibt (tau=0),500.0,0.028002,0.016508,1e-05,0.015658,0.025306,0.035766,0.101233
dm,500.0,0.123131,0.03939,0.039827,0.096004,0.120425,0.147062,0.280771
dr,500.0,0.00452,0.006936,0.0,0.000474,0.002122,0.006011,0.070876
mrdr,500.0,0.002555,0.003462,0.0,0.000467,0.001638,0.003571,0.050117
dr-os (oracle),500.0,0.001101,0.002343,0.0,4.1e-05,0.000262,0.001144,0.021334
dr-os,500.0,0.004341,0.007131,0.0,0.000449,0.001914,0.005597,0.092195
switch-dr (oracle),500.0,0.001471,0.002536,0.0,9e-05,0.000458,0.001678,0.020741
switch-dr,500.0,0.00452,0.006936,0.0,0.000474,0.002122,0.006011,0.070876
