,count,mean,std,min,25%,50%,75%,max
dr-ibt (oracle),500.0,0.002279,0.004669,0.0,4.7e-05,0.000275,0.00194,0.029925
dr-ibt,500.0,0.003701,0.005122,0.0,0.000417,0.001674,0.004878,0.029972
dr-ibt (tau=0),500.0,0.036989,0.019821,0.0028,0.022398,0.0334,0.048767,0.10796
dm,500.0,0.141801,0.044099,0.049074,0.111448,0.13836,0.168105,0.300294
dr,500.0,0.003701,0.005122,0.0,0.000417,0.001674,0.004878,0.029972
mrdr,500.0,0.0014,0.002316,0.0,0.00015,0.000566,0.001828,0.022416
dr-os (oracle),500.0,0.002496,0.004799,0.0,6.9e-05,0.0005,0.002278,0.030508
dr-os,500.0,0.003698,0.005154,0.0,0.000434,0.001605,0.004773,0.030508
switch-dr (oracle),500.0,0.002434,0.004594,0.0,0.000112,0.000569,0.002348,0.029972
switch-dr,500.0,0.003701,0.005122,0.0,0.000417,0.001674,0.004878,0.029972
