,count,mean,std,min,25%,50%,75%,max
dr-ibt (oracle),500.0,0.000403,0.000834,0.0,2.2e-05,0.000101,0.000303,0.005923
dr-ibt,500.0,0.001768,0.002212,0.0,0.000169,0.000956,0.002594,0.016372
dr-ibt (tau=0),500.0,0.034761,0.012093,0.007301,0.025598,0.034027,0.042275,0.078513
dm,500.0,0.145133,0.02751,0.069474,0.125443,0.145271,0.162574,0.243649
dr,500.0,0.001768,0.002212,0.0,0.000169,0.000956,0.002594,0.016372
mrdr,500.0,0.000738,0.000864,0.0,0.000114,0.000401,0.001068,0.00582
dr-os (oracle),500.0,0.000527,0.000944,0.0,1.9e-05,0.000129,0.000567,0.006365
dr-os,500.0,0.001635,0.002039,0.0,0.000139,0.000857,0.00243,0.015396
switch-dr (oracle),500.0,0.000713,0.001086,0.0,4.2e-05,0.000231,0.000963,0.007031
switch-dr,500.0,0.001768,0.002212,0.0,0.000169,0.000956,0.002594,0.016372
