,count,mean,std,min,25%,50%,75%,max
dr-ibt (oracle),500.0,0.060777,0.013653,0.032608,0.051257,0.059114,0.06986,0.117697
dr-ibt,500.0,0.060907,0.013687,0.032608,0.051446,0.059306,0.070093,0.117697
dr-ibt (tau=0),500.0,0.104556,0.015154,0.067758,0.093171,0.102822,0.115146,0.155262
dm,500.0,0.162363,0.01787,0.117014,0.149237,0.161289,0.174079,0.213664
dr,500.0,0.063181,0.014366,0.030021,0.052712,0.061333,0.072083,0.11434
mrdr,500.0,0.063234,0.014004,0.026001,0.052841,0.061917,0.071851,0.11281
dr-os (oracle),500.0,0.063179,0.014349,0.033001,0.052771,0.062307,0.072322,0.110345
dr-os,500.0,0.063179,0.014349,0.033001,0.052771,0.062307,0.072322,0.110345
switch-dr (oracle),500.0,0.061631,0.014358,0.027463,0.051432,0.060305,0.070908,0.115359
switch-dr,500.0,0.062076,0.014491,0.027463,0.051862,0.060865,0.071946,0.115359
