,count,mean,std,min,25%,50%,75%,max
dr-ibt (oracle),500.0,0.001245,0.00305,0.0,1.5e-05,9.6e-05,0.000719,0.030323
dr-ibt,500.0,0.003192,0.004427,0.0,0.00041,0.001566,0.004068,0.035653
dr-ibt (tau=0),500.0,0.034892,0.018717,0.001011,0.021454,0.032051,0.044023,0.111135
dm,500.0,0.140349,0.04272,0.036261,0.111781,0.135799,0.169428,0.278191
dr,500.0,0.003192,0.004427,0.0,0.00041,0.001566,0.004068,0.035653
mrdr,500.0,0.001337,0.001855,0.0,0.000157,0.000619,0.001868,0.015857
dr-os (oracle),500.0,0.001539,0.003195,0.0,6.4e-05,0.00033,0.001302,0.031315
dr-os,500.0,0.003113,0.004356,0.0,0.000371,0.001448,0.003953,0.034197
switch-dr (oracle),500.0,0.002145,0.003231,0.0,0.000187,0.000875,0.002808,0.030323
switch-dr,500.0,0.003192,0.004427,0.0,0.00041,0.001566,0.004068,0.035653
