,count,mean,std,min,25%,50%,75%,max
dr-ibt (oracle),500.0,0.056979,0.016699,0.015858,0.044976,0.055479,0.066659,0.111863
dr-ibt,500.0,0.057399,0.016918,0.015859,0.045189,0.056136,0.066932,0.111863
dr-ibt (tau=0),500.0,0.102284,0.017425,0.060948,0.089796,0.1014,0.114431,0.156979
dm,500.0,0.156866,0.021094,0.105309,0.142719,0.155646,0.171044,0.225421
dr,500.0,0.05621,0.015802,0.017677,0.044263,0.055065,0.067158,0.107934
mrdr,500.0,0.05635,0.015237,0.02029,0.04449,0.055316,0.067112,0.104143
dr-os (oracle),500.0,0.057769,0.017081,0.017999,0.044852,0.056946,0.068231,0.118315
dr-os,500.0,0.057894,0.017225,0.017999,0.044852,0.056962,0.068365,0.118315
switch-dr (oracle),500.0,0.057262,0.016632,0.01155,0.04644,0.054988,0.067161,0.136475
switch-dr,500.0,0.05849,0.017361,0.01155,0.047161,0.055942,0.068353,0.136475
