,count,mean,std,min,25%,50%,75%,max
dr-ibt (oracle),500.0,0.000271,0.000551,0.0,2.2e-05,9.3e-05,0.000216,0.005132
dr-ibt,500.0,0.000491,0.000677,0.0,5.9e-05,0.00021,0.000664,0.005132
dr-ibt (tau=0),500.0,0.032078,0.007852,0.012107,0.026725,0.032089,0.036905,0.059274
dm,500.0,0.144631,0.01917,0.088599,0.132183,0.144951,0.157294,0.202843
dr,500.0,0.000491,0.000677,0.0,5.9e-05,0.00021,0.000664,0.005132
mrdr,500.0,9.9e-05,0.000127,0.0,1e-05,4.3e-05,0.000137,0.000646
dr-os (oracle),500.0,0.000341,0.000612,0.0,1.2e-05,0.000124,0.000395,0.005472
dr-os,500.0,0.000492,0.000687,0.0,5.3e-05,0.000212,0.000695,0.005472
switch-dr (oracle),500.0,0.000318,0.000565,0.0,1.9e-05,0.000109,0.000338,0.005132
switch-dr,500.0,0.000491,0.000677,0.0,5.9e-05,0.00021,0.000664,0.005132
