,count,mean,std,min,25%,50%,75%,max
dr-ibt (oracle),500.0,0.065579,0.016102,0.026084,0.053197,0.064838,0.076156,0.111141
dr-ibt,500.0,0.065843,0.01618,0.026084,0.05335,0.065042,0.076189,0.113273
dr-ibt (tau=0),500.0,0.111709,0.018172,0.065026,0.097489,0.111258,0.123941,0.164484
dm,500.0,0.172236,0.022451,0.10899,0.15697,0.172796,0.187206,0.239996
dr,500.0,0.066056,0.018102,0.022902,0.054068,0.064496,0.078211,0.140603
mrdr,500.0,0.066298,0.017929,0.022585,0.053794,0.064861,0.077529,0.138521
dr-os (oracle),500.0,0.066408,0.01742,0.028875,0.054259,0.065046,0.076983,0.131592
dr-os,500.0,0.066412,0.017421,0.028875,0.054259,0.065046,0.076983,0.131592
switch-dr (oracle),500.0,0.065358,0.016605,0.02385,0.053123,0.06454,0.075985,0.126611
switch-dr,500.0,0.065884,0.016701,0.02385,0.053593,0.065225,0.076599,0.126611
