,count,mean,std,min,25%,50%,75%,max
dr-ibt (oracle),500.0,0.000129,0.000175,0.0,1.9e-05,7.6e-05,0.000192,0.001525
dr-ibt,500.0,0.00079,0.000994,0.0,8.8e-05,0.000369,0.001166,0.006407
dr-ibt (tau=0),500.0,0.034954,0.006654,0.016513,0.030021,0.035062,0.039986,0.05263
dm,500.0,0.149891,0.014182,0.107634,0.13979,0.15086,0.160121,0.183041
dr,500.0,0.00079,0.000994,0.0,8.8e-05,0.000369,0.001166,0.006407
mrdr,500.0,0.000395,0.000313,0.0,0.000156,0.000333,0.000546,0.00169
dr-os (oracle),500.0,0.000146,0.000204,0.0,1e-05,5.8e-05,0.000233,0.001686
dr-os,500.0,0.000666,0.000878,0.0,6.3e-05,0.000332,0.000967,0.005864
switch-dr (oracle),500.0,0.000193,0.000342,0.0,1e-05,5e-05,0.000231,0.002161
switch-dr,500.0,0.00079,0.000994,0.0,8.8e-05,0.000369,0.001166,0.006407
