,count,mean,std,min,25%,50%,75%,max
dr-ibt (oracle),500.0,0.000734,0.001891,0.0,8e-06,4.4e-05,0.000307,0.015796
dr-ibt,500.0,0.003595,0.010368,0.0,0.000396,0.001548,0.004081,0.168529
dr-ibt (tau=0),500.0,0.028925,0.01716,0.000221,0.015343,0.025919,0.038815,0.094167
dm,500.0,0.125302,0.043089,0.018587,0.09586,0.120975,0.150921,0.26907
dr,500.0,0.003595,0.010368,0.0,0.000396,0.001548,0.004081,0.168529
mrdr,500.0,0.001927,0.008217,0.0,0.000178,0.000736,0.001986,0.144623
dr-os (oracle),500.0,0.001018,0.001979,0.0,4.5e-05,0.000295,0.000985,0.016499
dr-os,500.0,0.002954,0.004046,0.0,0.000373,0.001458,0.0038,0.034033
switch-dr (oracle),500.0,0.001452,0.002204,0.0,0.00013,0.00058,0.001811,0.015796
switch-dr,500.0,0.003595,0.010368,0.0,0.000396,0.001548,0.004081,0.168529
