,count,mean,std,min,25%,50%,75%,max
dr-ibt (oracle),500.0,0.068954,0.037664,0.000181,0.041351,0.062345,0.091584,0.210474
dr-ibt,500.0,0.071025,0.039047,0.000181,0.04171,0.063875,0.093986,0.221673
dr-ibt (tau=0),500.0,0.117529,0.040036,0.021373,0.089291,0.112449,0.141567,0.269115
dm,500.0,0.174763,0.043561,0.070928,0.144071,0.169458,0.201966,0.364369
dr,500.0,0.072128,0.037261,0.002215,0.044991,0.068134,0.093735,0.2178
mrdr,500.0,0.071395,0.03831,0.006756,0.043114,0.066381,0.092968,0.208314
dr-os (oracle),500.0,0.070481,0.039506,0.006889,0.041627,0.063572,0.094202,0.275687
dr-os,500.0,0.070537,0.039604,0.006889,0.041627,0.063572,0.094202,0.275687
switch-dr (oracle),500.0,0.07056,0.038793,0.00082,0.038697,0.065362,0.094195,0.194605
switch-dr,500.0,0.072331,0.039524,0.00082,0.040123,0.066921,0.09588,0.19808
