,count,mean,std,min,25%,50%,75%,max
dr-ibt (oracle),500.0,7.9e-05,0.000153,0.0,8e-06,3.5e-05,9.3e-05,0.001819
dr-ibt,500.0,0.000838,0.001269,0.0,7.8e-05,0.000388,0.001121,0.01087
dr-ibt (tau=0),500.0,0.03853,0.007745,0.015365,0.033145,0.038172,0.043976,0.062075
dm,500.0,0.156333,0.016192,0.104632,0.145892,0.156555,0.167478,0.201324
dr,500.0,0.000838,0.001269,0.0,7.8e-05,0.000388,0.001121,0.01087
mrdr,500.0,0.000431,0.000581,0.0,0.000127,0.000302,0.000556,0.005491
dr-os (oracle),500.0,0.000187,0.000252,0.0,1.4e-05,6.5e-05,0.000297,0.002115
dr-os,500.0,0.000665,0.000932,0.0,6.6e-05,0.000309,0.000901,0.007622
switch-dr (oracle),500.0,0.000324,0.000523,0.0,1.4e-05,7.9e-05,0.000434,0.003767
switch-dr,500.0,0.000838,0.001269,0.0,7.8e-05,0.000388,0.001121,0.01087
