,count,mean,std,min,25%,50%,75%,max
dr-ibt (oracle),500.0,0.000234,0.000434,0.0,2.2e-05,8.8e-05,0.000243,0.003399
dr-ibt,500.0,0.000571,0.000784,0.0,5.6e-05,0.000254,0.000746,0.004822
dr-ibt (tau=0),500.0,0.024628,0.006667,0.00893,0.019689,0.024271,0.02908,0.044268
dm,500.0,0.119706,0.01626,0.074269,0.108559,0.120159,0.131716,0.162556
dr,500.0,0.000571,0.000784,0.0,5.6e-05,0.000254,0.000746,0.004822
mrdr,500.0,0.000147,0.000196,0.0,1.8e-05,8.1e-05,0.000189,0.001621
dr-os (oracle),500.0,0.00026,0.000483,0.0,1.1e-05,6.9e-05,0.000304,0.003646
dr-os,500.0,0.000543,0.00075,0.0,5e-05,0.000222,0.00072,0.004468
switch-dr (oracle),500.0,0.00026,0.000464,0.0,1.3e-05,7.1e-05,0.000278,0.003399
switch-dr,500.0,0.000571,0.000784,0.0,5.6e-05,0.000254,0.000746,0.004822
