,count,mean,std,min,25%,50%,75%,max
dr-ibt (oracle),500.0,0.071807,0.037616,2.1e-05,0.045573,0.067018,0.092148,0.241079
dr-ibt,500.0,0.07566,0.042546,2.1e-05,0.047568,0.070118,0.094993,0.343975
dr-ibt (tau=0),500.0,0.110806,0.039821,0.033703,0.083484,0.104188,0.130553,0.289347
dm,500.0,0.168703,0.048449,0.059234,0.133716,0.165838,0.198785,0.35623
dr,500.0,0.079766,0.043482,0.00782,0.050908,0.069964,0.101629,0.381694
mrdr,500.0,0.079398,0.043621,0.004508,0.048144,0.070456,0.100969,0.304043
dr-os (oracle),500.0,0.075175,0.036687,0.010075,0.049273,0.070101,0.097089,0.20262
dr-os,500.0,0.075571,0.037269,0.010075,0.049273,0.070512,0.097253,0.204244
switch-dr (oracle),500.0,0.070534,0.03725,0.00057,0.045585,0.064207,0.090507,0.218002
switch-dr,500.0,0.075721,0.040418,0.00057,0.047271,0.070516,0.097239,0.230883
