,count,mean,std,min,25%,50%,75%,max
dr-ibt (oracle),500.0,0.000212,0.00028,0.0,2.6e-05,0.000123,0.000322,0.002814
dr-ibt,500.0,0.001187,0.001443,0.0,0.000154,0.000602,0.001857,0.011793
dr-ibt (tau=0),500.0,0.029971,0.007675,0.010485,0.024069,0.029776,0.035016,0.055729
dm,500.0,0.130655,0.016519,0.088625,0.118131,0.130312,0.141836,0.179019
dr,500.0,0.001187,0.001443,0.0,0.000154,0.000602,0.001857,0.011793
mrdr,500.0,0.000621,0.00051,0.0,0.000216,0.00051,0.000899,0.002907
dr-os (oracle),500.0,0.000261,0.000349,0.0,2e-05,0.000117,0.000409,0.003134
dr-os,500.0,0.001043,0.0013,0.0,0.000126,0.000514,0.00159,0.011001
switch-dr (oracle),500.0,0.000205,0.000317,0.0,1.8e-05,9.7e-05,0.000252,0.002814
switch-dr,500.0,0.001187,0.001443,0.0,0.000154,0.000602,0.001857,0.011793
