,count,mean,std,min,25%,50%,75%,max
dr-ibt (oracle),500.0,6.9e-05,0.000122,0.0,1.1e-05,4e-05,9.3e-05,0.001443
dr-ibt,500.0,0.000873,0.001301,0.0,9.7e-05,0.000402,0.00117,0.011645
dr-ibt (tau=0),500.0,0.031001,0.006805,0.011416,0.026157,0.030854,0.03586,0.052829
dm,500.0,0.138751,0.015664,0.087912,0.127744,0.138736,0.150106,0.185146
dr,500.0,0.000873,0.001301,0.0,9.7e-05,0.000402,0.00117,0.011645
mrdr,500.0,0.000511,0.000722,0.0,0.000196,0.000376,0.000615,0.007201
dr-os (oracle),500.0,0.000122,0.000184,0.0,1e-05,4.6e-05,0.000188,0.001654
dr-os,500.0,0.000697,0.00092,0.0,7.3e-05,0.000312,0.000981,0.008016
switch-dr (oracle),500.0,0.000381,0.000575,0.0,2.2e-05,0.000177,0.000507,0.005247
switch-dr,500.0,0.000873,0.001301,0.0,9.7e-05,0.000402,0.00117,0.011645
