,count,mean,std,min,25%,50%,75%,max
dr-ibt (oracle),500.0,0.061203,0.023327,0.002269,0.044111,0.059391,0.075712,0.146244
dr-ibt,500.0,0.062134,0.023788,0.002269,0.045183,0.060903,0.076765,0.149202
dr-ibt (tau=0),500.0,0.109472,0.026461,0.044468,0.090267,0.108048,0.126157,0.18887
dm,500.0,0.166567,0.029954,0.089097,0.146805,0.164784,0.186988,0.265857
dr,500.0,0.061945,0.022995,0.011199,0.044721,0.0586,0.078875,0.125027
mrdr,500.0,0.062067,0.023215,0.013603,0.044817,0.059682,0.075971,0.136734
dr-os (oracle),500.0,0.065729,0.025927,0.012833,0.047636,0.062511,0.082663,0.165308
dr-os,500.0,0.065732,0.025936,0.012833,0.047636,0.062511,0.082663,0.165308
switch-dr (oracle),500.0,0.062264,0.024076,0.014258,0.044962,0.060242,0.0755,0.144957
switch-dr,500.0,0.063602,0.024702,0.016314,0.045717,0.061392,0.078196,0.144957
