,count,mean,std,min,25%,50%,75%,max
dr-ibt (oracle),500.0,0.001012,0.002595,0.0,1.7e-05,8.3e-05,0.000457,0.022031
dr-ibt,500.0,0.004488,0.005653,0.0,0.000546,0.002525,0.006123,0.047525
dr-ibt (tau=0),500.0,0.03104,0.017698,0.000208,0.017596,0.028391,0.040677,0.108127
dm,500.0,0.128019,0.04028,0.027414,0.099368,0.124728,0.152059,0.298701
dr,500.0,0.004488,0.005653,0.0,0.000546,0.002525,0.006123,0.047525
mrdr,500.0,0.002519,0.003463,0.0,0.000311,0.001282,0.003453,0.029929
dr-os (oracle),500.0,0.001364,0.002728,0.0,4.9e-05,0.000342,0.001278,0.022592
dr-os,500.0,0.004306,0.005586,1e-06,0.000483,0.0024,0.006094,0.046013
switch-dr (oracle),500.0,0.001509,0.002526,0.0,8.9e-05,0.000537,0.001897,0.022031
switch-dr,500.0,0.004488,0.005653,0.0,0.000546,0.002525,0.006123,0.047525
