,count,mean,std,min,25%,50%,75%,max
dr-ibt (oracle),500.0,0.000784,0.001553,0.0,3.8e-05,0.000168,0.000693,0.011217
dr-ibt,500.0,0.001657,0.002078,0.0,0.000172,0.000889,0.002449,0.012542
dr-ibt (tau=0),500.0,0.034598,0.012491,0.008531,0.025004,0.033753,0.042752,0.079547
dm,500.0,0.142153,0.027178,0.074412,0.123304,0.139913,0.160728,0.222861
dr,500.0,0.001657,0.002078,0.0,0.000172,0.000889,0.002449,0.012542
mrdr,500.0,0.00043,0.000592,0.0,4.8e-05,0.000216,0.000554,0.003879
dr-os (oracle),500.0,0.000885,0.001658,0.0,2.7e-05,0.000208,0.000955,0.011756
dr-os,500.0,0.001623,0.002041,0.0,0.000152,0.000844,0.002509,0.011825
switch-dr (oracle),500.0,0.000925,0.001479,0.0,5.9e-05,0.000306,0.001166,0.011228
switch-dr,500.0,0.001657,0.002078,0.0,0.000172,0.000889,0.002449,0.012542
