,count,mean,std,min,25%,50%,75%,max
dr-ibt (oracle),500.0,0.062941,0.013269,0.029896,0.053958,0.06326,0.072085,0.106182
dr-ibt,500.0,0.06314,0.013356,0.029896,0.053958,0.063285,0.072137,0.106182
dr-ibt (tau=0),500.0,0.10495,0.014552,0.067354,0.095016,0.104904,0.114495,0.147529
dm,500.0,0.163263,0.018681,0.113253,0.150991,0.163365,0.175393,0.229411
dr,500.0,0.063504,0.014407,0.027511,0.052845,0.062154,0.072627,0.117746
mrdr,500.0,0.063593,0.014063,0.031587,0.053621,0.062484,0.072555,0.118188
dr-os (oracle),500.0,0.063555,0.013709,0.029789,0.053481,0.062467,0.072302,0.111692
dr-os,500.0,0.063564,0.013714,0.029789,0.053654,0.062467,0.072302,0.111692
switch-dr (oracle),500.0,0.061243,0.013809,0.027596,0.051066,0.061077,0.07041,0.11567
switch-dr,500.0,0.062529,0.014254,0.027596,0.052276,0.062625,0.071901,0.116173
